
# evaluation of a line sensor with 256 samples at time  0.00000E+00 at  0
1  0.00000E+00 -1.00000E+00  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
2  0.00000E+00 -9.92157E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
3  0.00000E+00 -9.84314E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
4  0.00000E+00 -9.76471E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
5  0.00000E+00 -9.68627E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
6  0.00000E+00 -9.60784E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
7  0.00000E+00 -9.52941E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
8  0.00000E+00 -9.45098E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
9  0.00000E+00 -9.37255E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
10  0.00000E+00 -9.29412E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
11  0.00000E+00 -9.21569E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
12  0.00000E+00 -9.13725E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
13  0.00000E+00 -9.05882E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
14  0.00000E+00 -8.98039E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
15  0.00000E+00 -8.90196E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
16  0.00000E+00 -8.82353E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
17  0.00000E+00 -8.74510E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
18  0.00000E+00 -8.66667E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
19  0.00000E+00 -8.58824E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
20  0.00000E+00 -8.50980E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
21  0.00000E+00 -8.43137E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
22  0.00000E+00 -8.35294E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
23  0.00000E+00 -8.27451E-01  0.00000E+00  0.00000E+00 -2.36755E-01  0.00000E+00  2.36755E-01  2.36755E-01  2.36755E-01 
